text,label
" İlkokul öğrencilerine din kültürü dersinde belki gösterilebilir. İlköğretim düzeyinde sanattan ve estetikten yoksun, vermek istediği mesajları ilköğretim düzeyinde izleyicilere yarım yamalak aktarabilen başarısız bir film olmuş. Bu oyuncuların emeklerine yazık. ",Negative
berbat merhaba     mayıs tarihlerinde evora tur ile ayvalık  cunda adası  kaz dağları turunu arkadaşlarımızla satın aldık rehberlik hizmetinden çok memnun kaldık ancak konaklama yapılan tesis hayatımda gördüğüm en rezil tesisti nedenleri;  odalar duş çok pisti duş temizlenmemişti banyo ve duşun içi kıl doluydu havlular kullanılmıştı yatağın içinden sarı sarı böcekler çıktı bütün gece oturmak zorunda kaldık   sonradan otelin sahibi olduğunu öğrendiğimiz kişi bize o kadar kötü gözlerle bakıyorduki korktuk resmen buz istedik buz makinesi yok dedi otel resimlerinde ve otelin sitesinde (ayvalık grand milano otel) odalarda mini bar varken olmadığını söylediğimizde diğer başka bir personele al şu anahtarı çıkar odalarına çalışan bir tane dye bağırınca biz de korktuk vazgeçtik bozulmasın diye meyve suyu peynir vb malzememizi kendilerine verip dolaba komalarını istedik takriben  saatin sonunda geri istediğimizde sanırım buzdolabının içine değil yanına konmuştu herşey bıraktığımız gibiydi ve bozulmuşlardı doğal olarak bardak istedik oda da bardak olmadığında bardak yok dediler tur şirketi gayet kibar insanlar barındırıken konakladığımız yer bizim haftasonumuzu mahvetti resmen saygılarımla pınar kaya,Negative
ömer hakgören,Negative
" Hani bazı zamanlar olur sıkıntıdan ter basar,herneredeyseniz orası size dar gelir,yanınızda arkadaşlarınız olsa dahi ne konuşacak nede dinleyecek birşey bulamazsınız.. işte böyle bir durumu yaşamak istiyorsanız mutlaka izleyin kaçırmayın ",Negative
" Para kokusu alıyorum...Bu filmi duyunca aklıma gelen tek şey ticari amaç!!İlk iki film efsanevi olacak kadar değişik ve güzeldi ama 3. filmde serinin suyu çıktı ve senaryo yoksunu o filmi okadar üzülerek izledim ki çünkü bana tam bir facia gibi gelmişti...Ve şimdi 4. sünün geldiğini duyunca iyice afalladım hiç mi seriye saygıları yok... :-))) Dahası da var testere 5,6,7 için de anlaşma yapılmış...Acaba ben bu seriyle mi büyücem bir gün gelip de testere 100 falan görürsem hiç şaşırmam... ",Negative
ne güzel insandın ne ara böyle salak oldun,Negative
5 kere ölçüp ortalamasını alın. hiç yoktan iyidir.,Negative
" Bu tür filmlere puan veremiyorum. Çünkü kötü desem değil, iyi mi hayır hiç değil. Kötü bir hadise çok güzel anlatılmış, sinema adına bir başarı, fakat değer yargılarınız iflas etmemişse, konuya ılımlı bakmanız mümkün değil. İki adamın birbirine aşkı. Boşverin izlemeyin, bir sürü film var izlemeye değer. Ödüller bazen sansasyonel olaylara verilir. ",Negative
Götlek yunanca konuştum Suriyeli sandılar demiş Yunanca da konuşmayacaksın am Milli güvenlik dersi almadın mı Yunan ırkı türk ırkının düşmanıdır Düşmanların dilleri istihbarat faaliyetleri ve sızma operasyonları içindir Amk malı ,Negative
"Turkiye battı dediğim bir video örneği alayım. Ülkeler batmaz, halklar batar. Nedir bu yalakalık",Negative
" filmin bence tek eksikliği kısa sürmesiydi,Musa bey müthiş oynamış yine.8/10 ",Negative
" O kadar saçma,konusuz ve mantıksız bir filmki üstüne para verseler bile izlenmeye değmez.İnsanı sinemadan soğutur benden söylemesi...:):) ",Negative
ürün çok iyi işletim sisteminden internet kullanımı wi-fi vs. ama benim bu telefonda sevmedim batarya süresi (geceleri de açık en fazla 2 gün gidiyor) ve internette flash gerektiren sitelere girerken yaşanılan zorluk,Negative
" Öncelikle yanlis bilinen bazi seyler var; Çanakkale Cephesi bizim kurtulus mücadelemizde yer almaz, Osmanli-Almanya ile ittifak yapip I.Dünya Savasina girmistir(Ittihat ve Terakki Partisinin zorlamasiyla) ve Çanakkale Cephesi'de Ingilizler'in bogazi geçip ülkesinde bolsevik devrim yapilmis olan Rusya'ya yani Rus Çarina yardim götürmesini engellemek için açilmis bir cephedir, Rus Devriminin gerçeklesmesinde bu cephede verilen mücadelenin büyük önemi vardir. Evet bizim için önemlidir, Çanakkale cephesinde büyük bir zafer alinmistir,dünyaya örnek gösterilecek mücadele örnegi sergilenmistir. Fakat zannetmeyin ki Ingilizler durduk yere gelip Osmanli yi isgale baslamistir, siz karsi tarafa savas ilan etmissiniz ve Almanya'nin yaninda yer alarak bu savasta ben de varim demissiniz, kimse sizi zorla bu savasa sokmadi, yani demek istedigim Osmanli(Enver ve Talat Pasalar) çok da masum degil bu savasta. Filme gelirsek, senaryo,kurgu ve filmle ilgili her sey yerler altinda, ünlü oyuncular bile kurtaramamis filmi, hayatimda hiçbir filmde yapmadim, fakat bu filmin ikinci yarisina bile katlanamadim, ne yapmak istedigini anlamadim yönetmenin, eger caninizi sikip tüm aksam filmin ne kadar berbat oldugunu konusmak istiyorsaniz rahatlikla izleyebilirsiniz... ",Negative
 filmi arkadaşların etkisiyle bende çok büyük bir beklentiyle izledim ve tam bir hüsrandı benim için. eğlenceli ya da komik bir yanını bulamadım. illede izleyeek olanlara tavsiyem kesinlikle orjinal dilinde izleyin çünkü türkçesi berbat.:( artık orjinal dilinde izlesem bile seveceğimi hiç sanmıyorum. ,Negative
 gereksiz bir film zamanınızı daha güzellerine harcayın. fragmanı çok daha gzl. onu izleyin gerisi kalsın:) ,Negative
iki gece kalmak üzere gittiğim otelde inanılmaz bir laçkalık ve saygısızlık vardı sanki her an basıcak gibi bir hava vardı resepsiyona girişte otel çalışanları senli benli konuşan asker arkadaşlarım sanki otele    gibi girdim bu arada otele yemek yiyip gelmeliymişim buda bana ders oldu saat   gibi yiyecek bişeyler istediğimizde gece servisi olmadını söylediklerinde nereye geldik diye düşünmeye başlamıştım açkalmıştım ikinci akşam kalamadım otel çok kötü ve pis havuzda klor namına hiç birşey yok inanılmazdı tabiki gece parasını verip bir gece kalmak zorunda kaldığım ender otellerden biriydi  nasıl anlatıcam ya çok kötüydü geçen senelerdede gitmiş kalmış ve çok keyif almıştım ama heralde çevresinde açılan diğer otellerle rekabet edemeyince oteli kısa süreli konaklama oteline çevirmişler ve tabi kalite inanılmaz düşmüş çok üzüldüm,Negative
" Sinemada çalışıyorum.. 1 saatlik molamda izlemediğim tek film olan Pembe Panter 2 yi izlemek istedim. Azıcık bile olsa gülmek hatta gülümsemek istedim filmde ama en ufak bir gülümseme dahi oluşmadı yüzümde. Daha kötülerinide izledim ama bu gerçekten iyi değildi.. Diğer taraftan beyazperde gibi saygın ve ciddi bir sitede 7,2 puan almasıda beni son derece şaşırttı ",Negative
Yalan yalan Salak niye yanlış bilgi veriyon ,Negative
Ürünü aldım fakat elime ulaşmadı üstelik Kargo takip bilgisi bile yok nereden takip edeceğimi bilmiyorum siparişimin nerde olup olmadığını öğrenemiyorum ücreti kalitesine göre biraz fazla ama yinede satın aldım,Negative
Yeter be aptal evladı yeter ,Negative
"hayır beğenmedim. başa takılınca ilkinde kırıldı.kutudan çıkardığımda
kırıktı. bunlardan mal almayın",Negative
3 yasindaki kizim icin almistim.avm de gorduk.alamamistik.burdan alalim dedik.cok kucuk bişi geldi.??,Negative
 100 fırça darbesi tadında teması tamamen erotizm olan ama konunun başka birşeymiş gibi gösterildiği klasik bir psikoloji filmi. tabi berlinin berlin daha güzel bir filmdi bunla kıyaslarsak. açıkçası unutulup gidecek filmler 2 saatinizi buna harcayacağınıza bir western filmi izleyin daha iyi ,Negative
" hiç beğenmedim arog kat kat daha güzeldi ,küfüre espiri muamelesi yapmayı bırakalım artık... ",Negative
" ben bu filmi kesinlikle , hiç beğenmedim. konusu fazlasıyla karmaşık ve sıkıcıydı bence . filmi izlerken gerçekten hayal kırıklığına uğradım. bence kesinlikle zaman kaybı ",Negative
3 aylık dogo arjantin kırması. açlıktan ölse yemiyor. maalesef koca bir paket mama elimde kaldı.,Negative
pişkin orospu çocuğu,Negative
"net çekmiyor çok cızırtılı çokta kalitesiz daha ilk anteni açtık geri
kapatırken anteni tutan plastik parçası kırıldı. verilen paraya değmez",Negative
alın kardeşim süper bir makine ?,Negative
 Büyük bir hayran kitlesi olan iki seksi yıldızın izleyici çekebilmek için devamlı yarı çıplak gezdiği(hatta bir sahnede albanın göğüsleri görünüyo diye bir söylentiylede çıkarılan) doğru düzgün bir senaryosunun yada zeki hiçbir yanının olmadığı çok klişe bir macera filmi. ,Negative
 film çok kötü değil ama o ortalama puan içinde uygun değil ortalama bir uzak doğu filmi anlamış değilim nasılda bu gerçeklikten uzak film bütün asya sinemasının üstündeymiş gibi yorumlar yazılır nerde bir won kar wai nerde bi stephen chow... ,Negative
 ben hayatımda bu kadar kötü film izlemedim yaww...resmen cem yılmaz adını kullanarak paramızı yok etti:) ,Negative
ben tavsiye etmem turbox bence daha iyi fiyata ve kaliteye göre bence almayın su motoru gibi çalışıyor.,Negative
" bu kadar kötü bir film izlemedim, evet sanat filmi diyenler var, aldığı ödüller de; ancak ilişkiler kötü anlatılmış, film bitene dek bir şeyler olacak galiba diye beklemekten yoruldum. ",Negative
 çok yavan bir film beğenmedim açıkcası tavsiye etmem korku falanda degil saçma birşey olmuş... ,Negative
gôründügü gibi degil fiyat bu malzeneye çok bile.... ,Negative
gillette ürünleri arasında orta segment bir ürün,Negative
"Ürünü aldıktan bir gün sonra kargoya verildi ancak horoz lojistik deposunda 5 gün bekletti, ürün daha gelmedi bir hafta oluyor alacak olanlar ona göre kargo durumunu gözden geçirip öyle alsın, ben mağdur oldum siz mağdur olmayın. Horoz lojistik durumundan dolayı kargo bir yıldızı hak ediyor...",Negative
 Bu ne yaaa evet transformers efsanesi bitmistir duyurulur Insallah onumuzdeki yıllarda Batman serisinde oldugu gibi daha iyi bir ekip ve yeni yuzlerle devam eder mesela gecmisinden bahsederek.. Yoksa film bitti son nokta halbuki ne kadar guzel bir seri olacaktı ama yapımcılarda son bir vole vuralim diye ortaya bir tane sarısın hatun atmislar 3D de yaygınlasmaya baslarken bir iki tane de soyle ucan adam koyarız olur biter demisler yazık olmus. Seyretmeyenler ya da seyredecek olanlar bir sahneye dikkat etmisler ya da etsinler o ne yahu basroldeki sozum ona kadın oyuncu oyle bir dudak dolgusu yaptirmis ki sahne sonlarına dogru zannedersem patlamıs olmalı cok berbarttı saygılarımla ,Negative
kötüydüherşey dahil uygulaması    de başlıyor denilerek bana ayrılmış olan odaya daha erken girebilmek için resepsiyonistin teklifiyle  tl zorunlu bahşiş verdim (hafta içi gelmiştim) yemeklerin içinden kıl çıkıyor birde üstelik son  gün ishal oldum yanımda getirdiğim lomotil sayesinde (yanık kremi gastrit ilacı vb de getirmiştim)  saatte bir  tablet alarak  saatte ishalimi zor atlattım özellikle gece resepsiyonistleri çok ilgisiz genelde tv başında oluyorlar ve anahtarı vermeye dahi üşeniyorlar en arka sıradaki şezlong ve şemsiyeler grand atilla otel e ayrılmış plaj fişiyle ücretsiz kullanma hakkınız var fakat bir dayak yemediğim kaldı hep ikinci sınıf muamele tatilinizi zehir paranizi ziyan etmeyin,Negative
 Boşa geçen 2 saat. Daha önceki yorumları okudum ve malesef bu filme gittim. Sözde en güzel aşk filmiymiş. Anlayan beri gelsin... Son birşey daha (2004 de cep telefonu yokmuydu? Bre Sandra yazsana cep numaranı Keanu'ya seni arasın... boşu boşuna helak oldunuz.) Komik çok komik...Anlamsız bir film... ,Negative
lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür,Negative
boyutları çok ufak ve çok yumuşak bir malzeme olduğundan büyük ırk köpekler çok çabuk parçalayabiliyorlar,Negative
 çok kötü.. ,Negative
beklentimi karşılamadı. çok basit bir ürün. altında cırt yok. almak isteyenlere tavsiye etmem. bu fiyata daha güzel kullanısli ürünler tercih edilebilir. ,Negative
Kuzu yok tarlama dokanma bostanım ilk mahsullerini veriyor öldürürüm seni ,Negative
 hepinize katılıyorum ne olursa olsun izliycez bunda kuşku yok fakat animasyon kalitesi o hatta sıfırın bile altında koskoca starwars filmlerine milyar dolar lar ayırırken böyle önemli bir yapımda niye kısıtlamaya gitmiş anlamadım oyunlarındaki kalite bile bu filme 10 basar neyse olan olmuş bunada şükür diyip izleyelim hepinize şimdiden iyi seyirler ,Negative
rezaletböyle  otel olamaz her şey rezalet yemekler olsun odalar  günde çarşaf degişirmi kavaltı yapıyorsunuz masalarla çay alacagımızara nerdeyse  kilometreçay alacagız kuyruk herşeyde kuyruk belene kampı ondan daha iyi  hele  zeytini var kilosunu eminim  kuruştan alınmıştır yemeklerden midem bozuldu halsizlikten hiç keyif alamadım turizim bakanlıgı nasıl ruhsat vermiş anlamadım daha saymakla bitmez ve bundan sonra benim için alanya bitmiştir,Negative
 bu filmi izlemeyin ve izlettirmeyin.türk sinemasına katkı olsun diye gittik kendimize sinir kattık geldik.:) ,Negative
" Beklediğinden kötü bir film çıktı,çünkü filmin notu beklentimi yükseltti, o yüzden de beğenmedim,bence notu çok fazla,diğer başyapıtlara karşı haksızlık oluyor ve dediğim gibi insanların beklentisi yükseliyor ve filmin beğenilmemesine neden oluyor. ",Negative
berbatçok kötü geçti tatilimizin odalar iyi temizlenemiyor banyoda arızalı odamızı değiştirmek için resepsiona gitttik malesef ekstra para istedi ercan adın bir şahıs ve bize başka odayı gösterdi ekstra ücret istedi hallederim gibi laflar edip durdu malesef hiç beğenmedim bu sene tatilim berbat oldu her türlü şikayetimi turizm bakanlığına bildireceğim,Negative
berbatkesinlikle gördüğüm en berbat oteldi hayatımda bir daha önünden bile geçmeyi düşünmüyorum şuan verdiğim paradan çok vakitime ve sağlığıma acıyorum  gün kaldım fakat ilk günden verdiğim paranın yanmasını bile önemsemeden dönmeyi planladım kaldığım süreçte odam sadece  gün temizlendi oysa hergün düzenli olarak temizlenmeli çarşaf ve havlular değiştirilmeliydi odaya ilk girdiğim gün gördüğüm manzara çok şaşırtıcıydı yastıkların altında ve banyodaki sabunların içinde saç kılları vardı yani odaya giriş yapmadan önce temizlenmemiş havuz suyu hergün değiştirilmeliyken personeller bizzat havuzun devirdaim yapmadığını söyledi havuza baktığınız zaman topak topak saç kılları görünüyordu ve kirden suyun dibi görünmeyecek durumdaydı aqua parklar ise tasarruf için açılmıyormuş müşteriler aqua parka çıkarken önlerinden kovayla su döküp öyle kayıyorlardı :d havuza giremeyeceğimizi anlayınca denize gidelim dedik fakat  km yol yürüdük bahsettikleri tünelden geçmek ise bir ölüm korku tüneli gibi kaygan pis sular damlıyor ve lambalar yanmadığı için kapkaranlık sahile indiğiniz zaman ise kendinizi dağ başında gibi hissediyorsunuz    tane şezlong koymuşlar denize girdiğiniz zaman kayalıklarla karşılaşıyorsunuz sadece  dk denizde kaldım ve kayalıklar taşlar sayesinde heryerim çizildi yarım saat de sahilde kaldım ve orayı da terkettim otelde vakit geçirilmeyeceğini anlayınca buz gibi suda duş alıp alanyayı gezmeye çıktım yemeğimi de dışarda yemeye başladım ilk günden sonra oteli sadece yatmak için kullanmaya başladım ayrıca animasyonlarda sadece çocuklara yönelik sıkıntıdan patlayıp akşam odamızda tv izleyelim diyoruz ama mümkün değil  çünkü akşamları elektrikler kesiliyor  ve saatlerce gelmiyor bu durumu yetkililere belirttiğimizde yetkililerle önce sözlü savaşa girdil ardından neredeyse fiziksel bir müdahaleyle karşılaşıyorduk ki diğer yetkililer araya girip ortalığı yatıştırdı ayrıca elektrikler kesildiği sırada tam asansöre biniyordum son anda kurtuldum  sn önce binseydim asansörde kalıyordum oteldeki bir diğer sorun ise suların kesik olması düşünün ki wcyi kullanıyorsunuz sifona bir basıyorsunuz ki sular yok  ne hoş süpriz değil mi açık büfe diye adlandırdıkları restorant bölümü de ayrı bir olay günlerce makarna ve pilav yemek zorunda kaldık diğer otellerin açık büfesindeki tatlılar kadar bile yemek çıkmıyor ki tatlı zaten yok sadece şerbeti soğumuş buz gibi bir şekerpare bulabilirsiniz kısacası lobiye girdiğiniz zaman çok şık temiz bir otelmiş hibi görünüyor fakat odalara bara restoranta ve sahile gittiğiniz zaman büyük bir hayal kırıklığına uğruyorsunuz nereye geldim ben diye düşünmeye başlıyorsunuz,Negative
" zaman kaybının da ötesinde bir film çok kötü,senoryo kötü kız çok konuşuyor ve çok gıcık izlemeye dayanamıyorsunuz yanında maç da izledim desem yeterince açık olur herhalde uzak durun bence ",Negative
 soğuk ve ikinci yarıda adeta hiç insanı sürüklemeyen bir film. zaten sonunun hüsranla bitmesi de cabası. insanın tüm izleme hevesini alıp götürüyor. bir anda filme tahammül edemiyorsunuz. 10/3 ,Negative
 Bu aptal ilk önce `` Barış şampiyon diyenler like yazdı sonra bu kadar beğeni alınca Cemale döndürdü Her işiniz hile hurda,Negative
Lan attıgım videoda gözlerimin rengi gözükmüyo böyle işin içine sokim ,Negative
 cok asiri sacma guluncek bi yani yok filmin ,Negative
pislikten gecilmiyovalla nerden başlıyacağımı bilemiyorum o kadar inanılmaz kötüki pis rus insanlarının ağzına layık biryer olmuş daha oasisten geleli bir gün oldu hemen yazayım dedim biz yandık başkalarıda yanmasın hayatımda ilk defa tuzlu bir cola içtim oda sadece bir yudumdu yanlışlıkla biz iki yetişkin bir çocuktan oluşan bir aileyiz bizi girişte karşılayıp kapısı bile bile kapanmayan üç yataklı saçmasapan bir odaya yerleştirdiler şaka gibi yani resimlerle hiç alakası olmayan bir yer çarşaflar rezildi resmen kapkara idi bu daha bir şey değil ilk gün snack bara gittik yoldan gelmişiz ve açız herşey dahil olmasına rağmen bize hamburger verirmsiniz dediğimizde aldığımız cevap yok kalmadı oldu yani buradan ne anlıyorsunuz herşey dahil ama yok sonra bir ara ısrarla başında durup zorla hamburger temin edebildik ve sadece bir ısırık alabildik yenecek gibi değildi üstelik oradaki personelinde konuşma tarzını size ileteyim(ne yapayım kardeşim burada böyle gelmeden önce yorumları okumadınızmı)oldu kesinlikle ve kesinlikle burada yazılan yorumları dikkate alınız hee unutmadan şunuda söyleyeyim bir kere bile denize giremedik çünkü kumsalda baba baba kayalar var ama bizde onları aşacak yeteneğe sahip değildik ve istemesekte o pis havuza geri dönmek zorunda kaldık banyodan akan su bildiğiniz deniz suyu tuzlu su hepimiz kaşınmaktan uyuyamıyorduk gelelim yemeklerine sabah kahvaltısını haşlanmış yumurtayla yapabildik sadece bir beyaz peyniri var sadece tuzla inşa edilmiş zaten ikinci bir çeşidide yok yemekleri tam bir felaket ya neyse daha fazla uzatmaya gerek yok sakın ama sakın oraya gitmeyin hayatınızın hatasını yapmış olursunuz,Negative
almanyada da en irkci hukumete vericem aq yasadigi koyden memnun olmayip dunya kulturunden bihaber her angut,Negative
 önce söze vin diesel abimizden özür dileyerek başlamak istiyorum ....o kadar sinirlenmişim ki aşağıdaki yorumumda the rock yerine vin diesel yazmışım..... ,Negative
" Benim şahsi fikrimdir; filme dün gittim inanın bir kaç espiriden başka hiç birşeyle karşılaşmadım, zaten filmin başından sonuna kadar aynı yerde geçiyor, bazı sahneler o kadar saçma ki seyirciyi koparıyor, film de uyuduğumu da söylemeden geçemem, ben daha güzel birşey beklerdim ama gerçekten yazık bu kadro ve böyle bir film. (Benim fikrimdir, belki başkasının çok hoşuna gider... ) ",Negative
 büyük iskender hayatımda seyrettiğim kalitesiz yapımlardan boşuna yapılmıs zaman kaybı bir film diğer tarihi flimleri kıyaslarsak truva cennetin kralığı daha iyi yapıtlar ,Negative
"1,5 kg lik almama rağmen biraz kaba ve kum sesi geliyor sanki dökülecek gibi...biraz daha para verin iyisini alın ...ben bunu damda balkonda tarlada kullancam diyorsanız ayrı...",Negative
kötü yorumların hepsinin altına imzamı atarım ,Negative
 Bi olay bukadar abartılamaz bu filmin eski versiyonu bile bu filimden iyidir. Adamlar nerdeyse pers ordusunun yarısını yedi. Ayrıca persler zamanının en uygar devletiydi. Bence çok kötü bir filimdi verdiğim parya acıdım..... ,Negative
Saklamasını özellik çok dandik kapanın elinde kalıyor (paramparça),Negative
arkadaşlar bu gün elime ulaştı plastiğin çapakları duruyor çok kalitesiz görünüyor 50-60 daha koyun üstüne adam gibi birşey alın bence,Negative
burda yazan o olumlu yorumlara aldanmayın derım otel ucuz ama çok kötü bi otel resepsiyondakı kadın özellikle itici biri anlayışsız bu arada resepsiyonda nadiren bi insan bulunuyo gördüğünüzdede asık suratlı ve bişey istendiginde olumsuz bir cevapla karsılasıyorsunuz otelin aquaparkınla anlasması var ücretsiz diye gittik bizden para istedi otel ben böyle dandik böyle kötü otel gormedım benden söylemesi,Negative
"ürünü fena değil, fakat çok dik. kızım her kaydığında bi yerini acıtıyor.",Negative
 vala yorumlari okuyunca sanki ben baska filme gittim sandım.Film o kadar birbirinden kopuk ve kurgu hataları varki.filmi hangi yonden izleyecegimi şaşırdım dram mı? komedi mi? aksiyon mu? film çok karışık olmuş.Sinemaya verdigim paraya yazık oldu ama en azından Haluk Bilgineri izledim. ,Negative
 Valla filmi şimdi yeni izledim ve bir asker olarak çok eksik var bazı şeyler halka yanlış lanse edilmiş askerlik hakkında tabii ama en çok garibime giden nokta da o deprem olayı(deprem komik değil yanlış anlaşılmasın) denizde kayalıkların çıkması ve tekrar yok olması gerçek veya değil (gerçek olduğunu hiç zannetmiyorum) çok komikti. ayrıca öyle bir sorun çıktığında kara kuvvetleri olaya müdahele etmez direkt deniz kuvvetleri ilgilenir ve oraya zodiac ile çıkacak olan piyade subay değil dz.p subaydır SAT veya SAS lardır. daha bunun gibi bir sürü gariplikler filmde bu en büyüğü bazı şeylere herkes gülerken ben gülmedim herhalde asker olduğumdandır. ,Negative
berbatresimlerine aldanarak gittiğimiz berbat ötesi bir otel görüntüde ki resimlerle bu otelin bir alakası yok sanırım bu iyi yorumlarıda kendileri yapmış olmalı cünkü temizliğinden yemeklerine kadar herşey berbattı hersey dahil diyorlar ama biri hazır corba olmak üzere iki cesit yemek cıkıyor bilginiz olsun tatlı hicbir sekilde cıkmıyor aksam yemeği    arası ama ilk  dakikada yemeğe çıkmazsanız bitti diyebiliyorlar soguk icecek bulunmuyor dolapları bozukmus odalarda buzdolabı yok ve televizyonda bazı odalarda var müdür diye oturan adama sakın sikayete gitmeyin cünkü acık acık bu fiyata ancak bu kadar diyebiliyor masa tenisi ücretli ve saati  lira bira olarak scol denen ucuz bira var kola ise bimde satılan lee cola otelin etrafında bir duvar veya çit olmadığından gece yarısı sokak köpekleri havuza giriyor şaka yapmiyorum çok ciddiyim turizm bakanlığına şikayette bulundum oteli ve işletmecisini herseye rağmen otel sahibinin küçük oğlu ve barda çalışan alim isimli gençler oldukça iyi niyetliydi ama bu tatil için yeterli bir sebeb değil,Negative
i̇os 9 kullanıyorsanız cihazı kullanamıyorsunuz. aradım servisi ios 9 yeni güncelleme oldugundan daha geçiş olmadıgını söylediler. android telefondan denedim 10dk klip izledim ara ara takılmalar oldu ama yinede güzel bir cihaz. birde çok karmaşık bir kurulumu var. i̇nsanı çileden çıkarıyor. i̇dare eder bir cihaz,Negative
 ya arkadaşlar ben bu filmi hiç beğenmedim.çünki çok uzun ve sıkıcı.özelliklede benicio del toro''yu hiç ama hiç beğenmedim.filmde asık suratlılıktan başka hiç bir şey yaptığı yok.ama filmin en azından ii bir ekip''i var.ben beğenmedim valla.acaba gerçeğe çok yakın olmasımı ona bu kadar oscar''ı aldırmıştır?..sevgilerimle. ,Negative
 ilk 2 serisi lkadar olmasada sadece gelişme kısmı olarak genele sadık kalınmış bir film olmuş. sadece soru işaretlerini gidermek için yapılmış o açıdan iyi ama aksiyon olarak seriden uzak kalmış bir yapım olmuş. 4. film gündemde bakalım gerçekleşecek mi? 10/4 ,Negative
bosch  aqt oto yıkama profesyonel ürünlere giriş modelidir... ,Negative
" Dizisinin yanndan bile geemez, 8.1 yldz nasl ald bilemiyorum, zaman kayb ve hayal krkl... ",Negative
ürünün fiyatı düşük ve buna uygun olarak kaliteli bir ürün değil. üzerindeki plastikler çok rahat kopuyor ve müzik kısmı da çalışmadı. daha farklı seçeneklere bakmanızı tavsiye ederim.,Negative
berbattotelin tek güzel seyi sadece manzarasi diyebilirim yazikki biz balayi icin sectik o igrenc oteli pislik icinde igrenc bir otel odaya girer girmez carsaflari ve yatagin halini gördükten sonra sözde resepsyonu aradik yukari cagirdik yatagin halini gösterdik  yatak üst üste konmus carsaflar örtüler pislik icinde berbat bir haldeydi sözde temiz carsaf getirdiler ama gelenler digerlerinden cok daha kötüydü kabus gibi bir hotel diyebiliyorum sadece banyoya girmeye mide ister cok ama cok kötüydü,Negative
 film tek kelimeyle kaos...en komik yanları zaten fragamanda verilmiş .sahneyi bildiğinden gülme oranıda düşüyor zaten.kurgusu hiç orjinal değil. bildiğimiz recep ivedik içte 10 dakikalık skeçlerde sorun yokken bi film ağır gelmiş ve hatta kaldıramamış bence bu karakter.bel altı öğeler çok fazlaydı.arada iğrençliklerde vardı :S gora ile kıyaslayamam bile...aslında çok kötü demek istemiyorum ama verdiğim paraya da acıdım doğrusu .değdiğini hissedemedim.demek ki sadece fragmanala iş bitmiyomuş .ama ben fragmanı hazırlayanı tebrik ediyorum. rekora koşacağını da düşünmüyorum.üzüldüm doğrusun böyle bir hayal kırıklığıyla.demek ki her karakteri sinemada denemek iyi değilmiş... ,Negative
normal bir bez alın bunla ayni. dogru kullanmama rağmen zayıf,Negative
Arkadaşlar ürünün en çarpıcı özelliği havuzda/denizde kullanabilmesi ancak su geçirmez başlıkları taktığınızda ürünün SES SEVİYESi ve SES KALİTESİ inanılmaz kötü.Sırf bu yüzden alacaksanız almayın.Paranızın kıymetini bilin. Normal kulaklık başlıkları taktığınızda ise ses seviyesi daha iyi oluyor. Bu amaçla alacaksınız belki tercih edilebilir.Yıllardır sony mp4 ve cep telefonu kullandım.Kesnlikle ses kalitesi çok ama çok iyiyidi ama bu ürün pek olmamış.Bana güvenin.,Negative
felaketo kadar pişmanız ki milyarlar ödeyip bu oteli tercih ettiğimiz için  sahili berbat taşlı kumu çamur gibi  deniz full dalgalı otelde temizlik yetersiz havlu terlik bile yok havlu az çarşaf ve havlu kirli olduğu halde değiştirilmiyor mini bar çok komik içinde iki şişe su var sadece bide soda problemleri asla çözemiyorsunuz asla muhatap bulamıyorsunuz bulduğunuz kişide ukala mı ukala  asansör genelde arızalı havalandırması yok tek katta bile terden sırılsıklam oluyorsunuz  kokuyu düşünün  ve asansör sürekli ara katta kalıyor sezlongların minderleri hep kirli  çalışanların birçoğu canla başla çalışıyor ama nafile tabi kesinlikle tavsiye etmiyoruz  aqua park süresi az  otel denize çok uzak  paaramıza da bize de yazık oldu,Negative
"ci̇hazin çikardiği ses hamam böcekleri̇ni̇ etrafina topluyor.ben mi̇ yanliş anladim, kovmayacak miydi? ci̇hazin sesi̇ne gelen haşereleri̇ el yordamiyla öldürmek mi̇ydi̇ amaç?",Negative
Beko bizi şaşırttı.Çok az köpük yapıyor.,Negative
rezaletiğrenç bi otel yemekler tabaklar cok pis biranın markası kalitesiz pet bardakla bıra veriyorlar yani hemen baska otellere bakın cünkü bu otel afedersınız ama b*k gibi,Negative
"Ürün Yok daha Nerede Kim kullanıyor bilmiyorum Suç Kargo Firmasın da
olsada az bi ilgilenin ya vurdum duymaz Tavırlar :/",Negative
 izlemedim..çünkü üçüncü sınıf oyuncuları izlemeye tahammülüm yok..herkesin kendi tercihi tabi saygı duymak lazım.. ,Negative
" film çok klasik,bence bu puanı hakketmiyor.zamnınız varsa belki izlenebilinir,okadar klasikki herşeyi önceden tahmin edebiliyorsunuz,sadece bazı ani sahneleri var,o biraz kalp çarpıtıyor,oda hani ani kuş geçer,ani gölge geçer..v.b,onun gibi.sözün kısası kötü bir film. ",Negative
ürünü alalı 2 gün oldu ve yaklaşık günde 2 saat kullandım. fakat terlettiğini söylemek yanlış olur. umarım ilerleyen günlerde faydasını görürüm. yoksa boşuna almış olmak istemiyorum..,Negative
