text,label
Ayıyı zıpkınlayacağım ve ayı kanı köpekbalığını çekip kurtulmamızı sağlayacak!,neutral
Teğmen Reed huzursuz görünüyordu.,neutral
İSTANBUL ESENYURT daki bir mahallede çıkan kedi ve köpek kavgasında ölen yavrulardan geriye kalan miniğimize günl,informal
"ülkece netflix, lgbt , saçma sapan siyaset saçmalıkları tartışırken yallah arabistana dediğimiz arabistan uzaya sonda yolluyor.  devam edelim mi tartışmaya ?",informal
Her şey yoluna girene kadar herkes burada beklesin.,neutral
L.A. Kralları hokey takımının yani.,neutral
- İnsanlar gerçeği istiyor.,neutral
Sadece Haroldu geri istiyorum!,neutral
elif ağzının ortasına kürekle vurmak istiyorum seni pislik şırfıntı,informal
‘Artık yeter’ dedirtti! Çitleyene 61 lira ceza,informal
Yalnız Amerika Birleşik Devletleri'nde değil bütün dünyada yeraltı ve yerüstü zenginlikleriyle önemli bir yer tutar.,formal
nerede gördüğümü unuttum ama cidden hikayesi bu adam çok sonradan fotoğraflara bakarken fark ediyor,informal
"Arjantin, Bolivya, Brezilya, Şili, Kolombiya, Paraguay, Peru, Uruguay, Venezuela",formal
İsterseniz biraz daha aspirin getirebiliriz.,neutral
YÖNLENDİRME Nossa Senhora dos Remédios ( Povoação ),formal
- Yani kadın deli değildi.,neutral
"Getafe ile sözleşmesinde, sözleşme bitmeden ayrılırsa €480,000 ödeneceği yazıyordu.",formal
"Lou Diamond Phillips, Mario Monje rolünde",formal
Arnavutköy belediye başkanlığı seçimi sonuçları şu şekildedir :,formal
"Öyle görünüyor ki, bu ekonomide, işverenleriniz kalifiye eleman bulmakta sorlanmıyor demekki.",neutral
türkiye’nin ilk kadın yangın söndürme pilotu ormanları koruyan ateş kartalı,informal
Böyle bahtın içine sokam hep mi aksilik olur,informal
Savaş bittikten sonra Saraybosna'ya geri döndüler.,formal
Bu gün seçim olsun yine kazanaçak ak parti Sizlerde Nifak tohumları ekip durmaya devam ediçeksiniz Millet her şeyin farkında size ne dam nede dama atılaçak terlik bırakaçak deyildir Sandıktan ak parti Çıktı bugün seçim olsa yine galip çıkaçaktır Siz avuçunuzu yalayın,informal
Rottingham Şerifine benden iyi bahset.,neutral
sanane lan adam çekmiş koymuş beğenmiyosan izleme tırrek,informal
Sanırım onların sesini çok açmışım.,neutral
Sözcük olarak ''mübâh '' Arapça kökenlidir.,formal
Dolayısıyla ''Prowler '' uçakları bu tarihten itibaren ABD'nin gerçekleştirdiği hemen hemen tüm askeri operasyonlara iştirak etmiştir.,formal
Anladınız siz onu,informal
"Antalya'da,  10 yaşındaki kağıt toplayıcısının, bir sitenin havuzunda yüzen çocukları izlerken çekilen fotoğrafının sosyal medyada paylaşılması üzerine Konyaaltı Belediyesi, çocuğu kardeşleriyle birlikte havuza götürüldü.",informal
Tanıyın bu rezili herkes tanısın küçücük köpeğe tecavüz edip öldüren ve serbest bırakılan bu rezili tanıyın,informal
Bunun için biraz erken değil mi?,neutral
İlkokul yıllarını bir Anadolu ilçesinde ( Turhal ) yüksek tavanlı eski bir evde geçirdi.,formal
polemik yaratıp planlı programlı tartışmaları ile gündeme gelip spnra gururla bunu paylaşanlar ektedir,informal
PARAN VAR Kİ GEZİYORSUN PEZEVENK VİDEODA TANE ÜLKE VAR SINIF KİNİMİ HOPLATTIN YİNE,informal
"La Liga takımlarından Córdoba CF'nun formasını giyen oyuncu, Defans bölgesinde görev yapmaktadır.",formal
1 haftadır ders dinleyemez ders çalışamaz olduk nitelik çok yükseliyor sanırım,informal
Size söylemiştim Burada zamanında olmanız gerekiyordu..,neutral
"İran ve Türkiye de, detaylı bir şekilde ele alındı.",formal
- Şebeke çekirdeği nerede?,neutral
LAN YOBAZ NEDEN POLİSLERE KARŞI DUVAR ÖRDÜLER SENİN ANLAYANADIĞIN DA BU DEMEK Kİ POLİS MÜDAHALE EDİP NAMAZ KILANLARA ŞİDDET BİLE UYGULAYACAKTI BİZDE BU PİÇLER İÇÇİN MERHAMET WETMİYORUZ MASUM AMERİKALILARI KASTETMİYORUZ GAVAT,informal
"' '' Kremperheide '' ' Almanya'nın kuzeyinde Schleswig-Holstein eyâletinde, Steinburg iline bağlı yerleşim yeri.",formal
"Amirim herşeyi hazırladı kaçırmayı, basın toplantısını, herşeyi.",neutral
ders sınavı neden kaldırılıyor Yaz okulunu ayrı açın ders sınavı da olsun gecen sene olduğu gibi ders kalmış,informal
"...şematik diyagram, 1955teki komponentlerle bir yedek parça yapmanızı sağlar.",neutral
: ''→Kilise sözcüğünün diğer anlamları için Kilise ( anlam ayrımı ) sayfasına bakınız '',formal
Son 16 turunda Fransa'ya 3-2 kaybettikleri maçta da 1 gol atarak turnuvayı 4 maçta 9 golle kapattı ve turnuvanın gol kralı oldu.,formal
Ne alaka ya evlilikle Yine bir sekilde kadina laf edilmis Kadin olmus hala ama adam evli Valla sizi aklim almiyo almayacak,informal
Carol için her şeyi yaparım.,neutral
' '' Orange Is the New Black '' – Netflix '' ',formal
Bir KHK'lı özeleştirisi...,informal
"6 kere NBA Şampiyonu ( 1991]-1993, 1996-1998 )",formal
Hahahaha helal başkanım,informal
- Evleneceksin diyorsam evleneceksin.,neutral
YÖNLENDİRME Şumnu Üniversitesi Astronomi Merkezi,formal
cerrahpaşaduruşu bize atamızdan fatihten hocalarımızdan emanettir bu emanete sahip çıkacağız,informal
Tazminatımı alabilmek için iflası bekliyorum.,neutral
cidden allahından bul bu kadar şerefsiz olunmaz edepsiz pislik bir kadına denilmeyecek her şeyi iftira atarak dedin pisl,informal
"1989-2002 yılları arasında Valenciennes belediye başkanlığı,",formal
"Jenital aşamada, aynı cinsiyetteki ebeveyninden bir şeyler öğrenmeye çalışır.",neutral
"Galen arterlerin damarlarla olan bağlantısının koparılmasını savunmuş, bunun ağrıyı dindirdiğini ve kangrenin yayılmasını önlediğini iddia etmiştir.",formal
abisi kardeşim adamın evli olduğunu bilmiyordum diyor hala namus derdinde kafasız adam yazık sizin gibi insanlara yazık sizin gibi aileye,informal
Sokim aşırı keyfimi kaçırdı bu sınav,informal
Büyük babaları Anadolu Selçuklu Devleti ümerâsındandır.,formal
"Biliyor musun, son bir kaç haftadır çok farklısın, Tony.",neutral
"[[100 metre rekortmeni Christine Arron, tüm zamanlarda Marion Jones, Florence Griffith-Joyner, Shelly-Ann Fraser-Pryce ve Carmelita Jeter'in ardından en hızlı isim oldu.]]",formal
"Albüm, Amerika Birleşik Devletleri ve Birleşik Krallık listelerinde zirveye yerleşti ve aynı zamanda birçok ülkenin listesinde de en tepedeydi.",formal
Para yine de sende kalsın.,neutral
Primeira Liga ekiplerinden Estoril'de oynuyor.,formal
La mal harf sınırı var diye birleşik yazdım o olmayan beynini sikerim senin amına koyduğumun aptalı ne mutlu sana beynin olduğunu sanıyorsun sikimin malı dur sana atayım anayasayı beyinsiz Polis Vazife ve Selahiyet kanununun maddesi aç oku kendini akıllı sanan sikimin cahili,informal
"On dakika, yayına on dakika!",neutral
Mateos Kantakuzinos ve Manuil Kantakuzinos'un kızkardeşidir.,formal
"Hatun, Tolstoya benziyordu.",neutral
Bütün gece ayağım bir şeye çarpıp durdu.,neutral
YÖNLENDİRME Şirvanizade Mehmed Rüşdi Paşa,formal
Ayağımın altında bir araba olsa çok iyi olurdu.,neutral
- Senin aklına bir şey geliyor mu?,neutral
Sonunda herkesin nerede olduğunu biliyoruz ama ortası boş.,neutral
Enerjiyi absorbe edebildiğini bilmiyordum.,neutral
Can Dostunuz İçin Adım Adım Köpek Kulübesi Yapımı PetHayvan HayvanBakım https t co kL FOi qsk,informal
YÖNLENDİRME Amerika Birleşik Devletleri Temsilciler Meclisi İstihbarat Daimi Seçilmiş Komitesi,formal
Mayalarda da benzer bir efsane vardır. Beşinci güneş çağını yaşadığımızı söylerler.,neutral
Reisi cumhur bir duayı bir güzel sözü hala hakedemedi mi gözünüzde,informal
"Ev sahiplerinin tepkileri üzerine, kararlar üzerinde tek söz sahibi olan kişi ; başkan Thomas Bloodworth olay yerine çağrıldı.",formal
İzmir Körfezi'nin karşılıklı olarak ayırdığı semtlerin takımlarının rekabetidir.,formal
sitede en kafir benim yarışı içindeler resmen,informal
Kimsenin bu konuda bir bilgisi yoktu.,neutral
Bu durumdan faydalanarak kendini `` Tüm Rusya'nın Çarı '' '' ilan etti.,formal
"Filmin başrollerini Mia Wasikowska, Tom Hiddleston, Jessica Chastain, Charlie Hunnam ve Jim Beaver paylaşıyor.",formal
İki yıl süren görevinde bir süre de Kemal Derviş'le çalıştı.,formal
Ankete git lan lazcana sokturma şimdi,informal
Nerede yaşadığımız önemli değil.,neutral
Büyük Britanya ve Finlandiya'yı kapsayan Avrupa'nın parçalarında rastgele ortaya çıkmışlardır.,formal
kuzenimin boyu geçen hafta benden kısaydı şimdi beni nasıl geçmiş cüce kalıyorum yanında,informal
"Bu plak şirketlerine bağlı Snoop Dogg, Eminem ve 50 Cent gibi sanatçıların albümlerinin prodüktörlüğünü ve akıl hocalığını yapmaktadır.",formal
Ne yapmaya çalıştığınızı anladım terapi için gelmedim.,neutral
Bay Noonanın adamları kapında.,neutral
Annenin Mayodan ayrıldığını duydum.,neutral
Tek yapmanız gereken sponsorları takip etmek herkes açabildiği kadar fake açsın,informal
Biraz kaltağım ama iyi bir insanım.,neutral
Ardından ülkesini terk etti ve yaşamının geri kalan bölümünü Coburg'da geçirdi.,formal
( 4 ) Boston Celtics - ( 5 ) ' '' Charlotte Hornets '' ' :,formal
"10 yaşındayken, Öğretmen olan babasının görevi dolayısıyla ailecek, Hollanda’ya yerleşmesi sonucu genç yaşta farklı bir kültürle tanıştı.",formal
ya ne yalaka bişeysin sen,informal
güzel işte kâfir dediğin böyle olur,informal
"- Yok, ben biraz daha burada duracağım.",neutral
O hep haklıydı sadece bunu göremeyenler vardı alın şimdi kim haklıymış,informal
"Şey, neden öyle söylemedin?",neutral
- Tabi muhteşem zekalı bir şeyim,neutral
Oldukça prestijli bir okuldur ve mezun olanlar genelde bir Ivy League okuluna gider.,formal
~ Aşka kendi renklerimizi katalım. ~,neutral
"Aşkınla sevginle bizler delirdik. Uğrun da ölmeye yeminler ettik,ne cefalar çektik,ne canlar verdik",informal
Kısa forvet pozisyonunda görev almaktadır.,formal
Amk kevaşe ibnesi sadece bekle oc,informal
Belki bir dahaki sefer gerçekten işlediği bir suç için tutuklarsın.,neutral
bi tek bunlar var başka yok bunlar angut ya,informal
Aynı öyküde ilk kez üç Doktor yer almıştır.,formal
Allah Şahidimdir Seni Çocukluğumdan Beri Sevemedim Büyüdük Ne Olduğun Ortada Bu Sefer seni Sevenleri de Sevmiyorum,informal
"Helen,15 yaşındayken Tahran'da konservatuvar eğitimini tamamladı.",formal
"İzmir'in Foça ilçesinde, kıyıya yakın bir konumda bulunmaktadır.",formal
"Hele o Denny Crane yok mu, ne karakter be.",neutral
İntihar isteğimi yok etmek için şimdi ne yapacağım ben?,neutral
o çocuklar da mevsimlik işçi zaten... gelmiş geçmiş en şuursuz eğitim bakanısınız,informal
sevimsiz pezevenk,informal
İlişkimizi bir çeşit mesaiye çevirdiğimizi söyledi.,neutral
"Bayan Kemal, Emire yardım etmek istiyoruz.",neutral
Wesley Snipes ile iyi arkadaş ve birlikte 4 filmleri var.,formal
"Bu demektir ki, eğer Darreni bulursak...",neutral
Bizans zamanında ''Makro Envalos '' adında bir çarşının aynı yerde bulunduğu rivâyet edilmektedir.,formal
Sanat gösterisi yeter artık diyorum.,neutral
"Ethel Barrymore, Agnes Moorehead, Lee Grant, Maureen Stapleton, Geraldine Page ve Maggie Smith 4 defa aday gösterildi.",formal
Stonebridgei geri getirirseniz size borçlanır.,neutral
Burada sergilediği futbola birçok Süper Lig ekibinin transfer listesine girmeyi başardı.,formal
"St. Anne, sonunda tekrar camiamızın kalbi niteliğini taşıyarak hepimizi tek yumruk yapacak.",neutral
agzina vurdu algıcı angut,informal
Dinle. Biz içki almaya gidiyoruz.,neutral
Köpeğini bile kimseye emanet edemeyeceğiniz igrenç bir çağ düşünün İşte biz tam o iğrençliğin içerisinde yaşıyoruz,informal
Spss yani şey sevdiğime padişah sevmediğime soytarı anlamına gelir bilgilenelim lütfen,informal
kurşun yağdırırım sana akıllı ol,informal
- Ona söylemek zorundaydım.,neutral
Bugün vicdanı olan herkes bu sistemin hatalı olduğunu görüyor.,informal
"Daha sonra birçok 3. Lig, 2. Lig ve 1. Lig ekibinde görev aldı.bu nedenle futbolculuk kariyerinin ardından İngiltere'de antrenörlük eğitimi aldı.",formal
O alnini açma yaa,informal
Programda yayınlanan skeçlerinde birinde Şahan Gökbakar'da yer alır.,formal
Çalışmalarına İstanbul’daki atölyesinde devam etmektedir.,formal
Siyasi Partiler ( TBMM ) Erişim : 23.8.2010,formal
- Tüm kadınlar düşük yapmış.,neutral
Uzun zamandır küf oyunundayım ben.,neutral
Alinin kaçırılmadığını ikimiz de biliyoruz.,neutral
Sokakta birden karşıma çıktı.,neutral
Deniz filonuz Okinawaya doğru gidiyor ki bizim yedinci filomuz orayı savunmaya hazır.,neutral
Hiç olmazsa artık boşandığına göre başka kadınlarla seks yapabilirsin.,neutral
Belki tadilat esnasında kapatmışlardır.,neutral
YÖNLENDİRME Bosna-Hersek Radyo Televizyonu,formal
Bundesliga'nın 1. FC Köln takımda forma giyen oyuncu bölgesinde görev yapmaktadır.,formal
Süper kalite bir çift kol düğmesi ve iğrenç bir börek!,neutral
tudor hani türkiye nin en güzel hucum oyununu oynatiyorduistanbul bizim karşımızdaki oyununu oynamadı bile11 ki,informal
İsmir ile yok oluşu arasında kalan son şey Melora,neutral
Ah Beşiktaş ah..,informal
"Göktürk’e (3) göre domatesler parka gidebilir, tavuklar oruç tutabilir..",informal
Tamam seviyoruz da hiç mi yumruğunu masaya koyup yapacağın işe koyam nike diyecek adam kalmadı revizyon isteyin rework isteyin bir şey isteyin de forma satışları dip yapmasın,informal
Bence ne olduğunu biliyorsun.,neutral
Seni bu rezaletten çıkaralım.,neutral
Artık çocuğumuzu değil köpeğimizi emanet edemiyoruz kimseye oyle bir çağ,informal
Rusçuk yönünden de başarılı bir direniş gerçekleşti.,formal
cerez tüket cüce yürüü,informal
ulan bombok dizilere dünya zamanpara harcayıp uzattıkça uzatıyorsunuz,informal
"- Savaş Harekat Subayı, köprü üstü.",neutral
Bu konuyu onunla konuşmalıyım.,neutral
"Yanlış bir adım, diğerine sebep olur.",neutral
Görünüş olarak Cryptasterina hystera '' denizyıldızına benzer.,formal
Diğer dikkate değer kuzenleri Humphrey Bogart ve III. Rainier'dır.,formal
Yer yer parçalanmış ve Augustinus dönemine ait bir kitabede ise ''Colonia P[aterna] ( ? ),formal
Cenazesi Karacaahmet Mezarlığı'na defnedildi.,formal
(Çeşitli kaynaklar – 30/04/07-07/05/07),neutral
Finalde farkla kazanan ve şampiyon olan İspanya idi.,formal
D. O. A. 2001de yaratıldı.,neutral
- Bunu bir daha yapmanı istemiyorum.,neutral
- Şehrin insanlarına umut veriyorsun.,neutral
YÖNLENDİR Otomatik tanıma ve veri toplama,formal
1. Lig ekiplerinden Ankaraspor'da oynamaktadır.,formal
Yaşadığı sürece Atinalılardan büyük saygı gördü.,formal
"- Bana yalan söylemiyorsun, değil mi, Max?",neutral
"1963-1965 arasında 2. Lig'de, 1970-1972 ve 1984-1987 arasında 3. Lig'de mücadele etti.",formal
"Ezine ilçe sınırları içerisinde, Çanakkale Boğazı'nın girişinde yer almaktadır.",formal
sürekli insanların hayatlarıyla ilgili yorum yapanlar hayatsız boş beleş orospu çocuğu oluyor genelde?,informal
Hep hayali bir arkadaş istemişimdir.,neutral
At gözlüklü şizofren seçmen müptezelleri ancak bu kadar olursunuz ağa babanız ekrem müdafanız tüm belgeleri ile ispat edip mahkemeye vereceğim dediği vakıf ve cemaatleri nerde ispatı ağa babalarınız bir algı yapıyor yalan iftira ile siyaseti ve sizleri güdüyor,informal
Ayrıca öncesinde Sidney'deki turnuvada çeyrek final oynamıştı.,formal
Deli gibi Alacakaranlık taki zayıf elemanı isteyen bir sürü hatun var.,neutral
böbreğini satta masrafsız düğün yapalım,informal
Bu dünyanın aşk bilgisi bir kara tahta silgisi,informal
hastasını mağdur etmemek öğrencisini hayallerinden mahrum etmemek hocalarını özel hastanelere bırakmamak ülkeyi bilimsiz,informal
27.haftada oynanan Ankaraspor maçında ilk golünü atmıştır.,formal
- Lawrence Gopnik siz misiniz?,neutral
Erdem Bunun daha çok dillendirilmesi gerekiyor Taraftarımız iyi günde dost kötü günde düşman oluyor Güzel bir noktaya değindiniz Daha sık konuşup kamuoyunu bilinçlendirin lütfen,informal
Odur yaşatan ve öldüren; gecenin ve gündüzün değişmesi Ona bağlı. Aklınızı kullanmaz mısınız?,neutral
Bu sefer ikinci oğlu olan Aleksandros'a büyük önem vermeye başladı.,formal
seni tanımak ister miyim sence sürtük,informal
"Birlikte olduğun kadınların topuklarına sıktırmış insan müsveddesi mi söylüyor bunları? Yüzünüz de kızarmıyor, pes.",informal
"Bu demek oluyor ki, Budanın heykeli aynayla.... ...senkronize olarak titreşmiş.",neutral
senin sıfatını sikerim amk kürdü,informal
Parça daha sonra Hall of Flames derleme albümünde yer almıştır.,formal
Sabah sabah moralim bozuldu,informal
"Senin ihmalkarlıklarının utancını, ben üstenmek zorunda kalıyorum.",neutral
Derginin Fethullah Gülen ile yakınlığı vardır.,formal
ismin gibi saçma bir yorum yapmışsın kardeşim tebrikler,informal
"Nodong-1, Libya, İran ve büyük bir olasılıkla Suriye ve Pakistan gibi ülkelere ihraç edilmiştir.",formal
"Çocukluğu daha çok Swaffham, Norfolk'ta geçti.",formal
"Galatasaray Lisesi'ni bitirmiş, Ankara Üniversitesi Hukuk Fakültesi mezunudur.",formal
"Ortodoks Yahudi evliliklerinde önemli bir konu olarak görülen `` aile saflığı '' kanunlarına bağlılık, evlilik için önkoşullardan biridir.",formal
- İşte bundan bahsediyorum!,neutral
Türkiye 1. Lig İkinciliği ( Süper Lig'e Yükseliş ),formal
Adam Baro başkanı diye rutin bir kontrol sonrası bizlerin can ve mal güvenliğinden sorumlu olan kolluk kuvvetlerine kimlik göstermemekte direniyor Bu ülkede sen benim kim olduğumu biliyor musun devri bitmeden bizler bin devletten gerçek sahibi millet olan bir devlete dönüşemeyiz,informal
Samimiyetsizlikten gebereceksiniz,informal
"Joseph Smith, Jr. babasının ölümünden sonra evlendi",formal
ananı siktik mi tinerci yosma,informal
Üyeleri arasında Birminghamlılar da yer alır.,formal
Maddi sıkıntılar nedeniyle özellikle Denizli ve Antalya olmak üzere çevre illere bir hayli göç vermiştir.,formal
Herkes sakin olsun lütfen.,neutral
Daha fazlasını söyleyemem.,neutral
Ama başkan en iyi pilotu istedi yani bana mecbur kaldınız.,neutral
İlk adımı atmak teşekkür etmek özür dilemek gerektiğinde alttan almak anlayışlı olmak sizi ezik biri yapmaz egosuz sevip değer verebilen güzel bir insan yapar hatırlatayım bunu,informal
Ayrıca Senegal'de bir havayolu şirketinin ortağıdır.,formal
Betül Aşçı gibi ahlak yoksunu çoğu kişi böyle. fırlamalık adı altında yapılan bu rezillik cezasız kalmamalı.,informal
Avusturyalılar Alman Prensi.,neutral
Numara mı görmek istiyorsunuz?,neutral
bi de sonuna  koyup laf sokma çabasını belli etmiş andaval yazık,informal
Bu nüfusuyla Indiana eyaletinin en büyük yedinci kentidir.,formal
Buraya gelip söylemek istediğim şey de bu.,neutral
Mahallede Akdeniz iklimi hüküm sürmektedir.,formal
Onun barınağı da cennettir.,neutral
Türkiye 1. Lig Şampiyonluğu ( Süper Lig'e Yükseliş ),formal
Ben Elenayı buraya beslenmeye getirdim.,neutral
O çektiğin tetiğe bağlı katliam aracı rektumunda yer bulsun inşallah!,informal
oluuğğm bülük düştü mü bülük,informal
F lerin parasını verip alamıyoruz S leri ise alıp kuramıyoruz Bilmem kaç milyar yıllık devlet aklının bir bildiği,informal
İlçede Köprülü Kanyon ve Toros Dağları'nın uzantıları da mevcuttur.,formal
Vampirlerle ilgili bir sohbeti mi?,neutral
Beşiktaş JK'da yardımcı antrenör olarak görev yapmaktadır.,formal
Ne sevmeyi beceriyorsunuz ne de insan olmayı Allah belanızı versin,informal
çeyrek altın 281 tl olmuş lütfen bütçemizi sarsmayacak aralıklarla evlenin hem biraz daha tanıyın birbirinizi,informal
"Hastaneye yetişemeyen kadının, otoparkta ebe yardımıyla doğum yaptığı anlar",informal
Kosova Başbakanı Agim Ceku geçtiğimiz ay güney Sırbistan daki yurttaşlarını oy kullanmaya çağırdı.,neutral
kültür sanat festivalinde müzik her yerde müzik sokakta müzik datçada,informal
Header bulamıyorum HELP,informal
Kimse kendinden bir yere gitmiyor Yaşıyoruz sessizce yaramızı severek,informal
O degilde Kürtlerde de Urfada da okadar Dürüst Ahlakli Bilgili Kültürlü Delikanli Cesaretli Gentleman ler varken bu tipsiz igrenc Pic oglu Pici nerden nasil buldun Tam Kakerlake kara fatma,informal
bu moruk ne içiyor çok merak ediyorum bu nasıl bir kafa amk,informal
"- Tatlım, kahvemi şimdi alabilir miyim?",neutral
bölge '' ' İsviçre'nin Zürih şehrinin bir idari bölgesidir.,formal
ezgictnk Milletin tipine laf edecek sen kadar ezik olamaz olmayan beynini sikeyim senin koduğumun kezbanı,informal
"Burada imparator tarafından kabul edildikten sonra kentte bulunan Cenevizlilerle ilişki kurdu ve onlarla Edirne'ye, II. Murad'ın yanına gitti.",formal
Bölümün konuk oyuncusu Mark Kirkland'dır.,formal
ben her sabah  korfeze gelen mucize gibi duran o kuşlara bakip ayiliyorum enerji topluyorum,informal
"Talimatta özellikle birkaç hedef verildi, bunların arasında Ruhr bölgesinde bulunan Köln, Duisburg, Düsseldorf ve Essen şehirleri öncelikli olarak verildi.",formal
Bazen insan bunu hisseder.,neutral
seninlafinlaitlerhavlamak sen boş yerehavliyosunsenkimreiskimbizonuniçin can veririzbunu sakın unutma pislik,informal
çocuktan al haberi diye programlar var paralı ailelerin format gereği herkesi güldürmek için programladığı çocuklar,informal
hakkımızda hayırlısı olsun,informal
sen bu halinle çok güzelsin türkiyem,informal
"Türkiye Cumhuriyet Merkez Bankası başkanlarının ortalama görev süresi 3,9 yıldır.",formal
Hayat lrmağından Annenin memetik kalıtı bize miras kaldığında seçilmiş kardeşlerim.,neutral
siz bu kadar iğrenç kuduruk böylesine aciz saygısız ve bu kadar kötü niyetli oldukça kıçınızı tekmeleyeceğiz,informal
1970-1972 yılları arasında Hacettepe Üniversitesi Yabancı Diller Yüksekokulu müdürlüğü yapmıştır.,formal
Ciğeri beş para etmez egolarıyla hükmedenlerin hükümlerine sokayım,informal
"Televizyonun fişini, elektrikli deliklere sokmam lazım.",neutral
Türk Ordusu her türlü tehlikeye karşı ayakta tutuldu.,formal
"Dinleyin, şu adamların size bakışından hiç hoşlanmadım.",neutral
"''[[Folies-Bergère'de Bir Bar '' Édouard Manet, 1882]]",formal
Götlek olsun Tüm kediler biraz götlek çünkü,informal
Yeni Zelanda'da da rastlantısal konuktur.,formal
Profesyoneldin. Baban o süslü taytlar ve ıvır zıvırlar içinde çekilmiş fotoğraflarını göstermişti.,neutral
"Peder, iffetinden endişeleniyorum.",neutral
Bu çağın gürültüsü çok ağır Kalp dayanmıyor,informal
Onu sana geri getireceğimize söz veriyoruz.,neutral
YÖNLENDİRME Eurovision Şarkı Yarışması'nda Gürcistan,formal
mürsel oc mu gzekalı,informal
"İstanbul Valisi Ali Yerlikaya: 'Misafirlerimizin en büyük arzularının, Ayasofya Camisi'nde namaz kılmak olduğunu biliyoruz. Ayasofya Camimiz sabaha kadar açık olacak",informal
Şimdi var olduğunu biliyorsun.,neutral
çok şükür bugün de exolim,informal
Emilio Estevez - James Lowell `` Jim '' Mitchell,formal
piç visca basketbol oynuyor sanki faul gösteriyor yerlere atıyor kendini latonun ittirmesi de fernandonun pozisyonu da aynı pislik,informal
Eflâtun renk giydiğin tek zaman ise kardeşin hastanedeydi.,neutral
"Onları öldürecekler, haydi !",neutral
"Hadi geri dönelim Marlene, olur mu?",neutral
Sadece bir-iki gün kalırız.,neutral
Tamam... peki bana hoşlandığın çocukla... ne olduğunu söyleyecek misin?,neutral
YÖNLENDİRME 2000 Avrupa Futbol Şampiyonası,formal
Ludwig Boltzmann tarafından tanımlanmıştır.,formal
-Umarım koruma getirmişsindir.,neutral
Geçen hafta hapisten kaçtığından beri üç eyalette insanlar evden çıkmaya korkuyorlardı.,neutral
Nüfusun % 85'i İngiltere'de yaşamaktadır.,formal
"Ben de kendi çapımda büyük bir tarihçiyim, gerçekten.",neutral
Ne güzel sahip ve ne güzel yardımcıdır (O)!,neutral
"- Evet, aynen öyle. Daha açık ifade edeyim.",neutral
YÖNLENDİRME Amerika Birleşik Devletleri Temsilciler Meclisi,formal
"Üç ilde Büyük Ölçekli Mükellefler Grup Başkanlığı kurulmuştur : Ankara, İstanbul, İzmir.",formal
"Bay Holmes, gelebildiğiniz için çok memnunum.",neutral
"Bunlar sayesinde, kimseye gerek olmadan tek başına her şeyi yapabilirsin.",neutral
"Danimarka, Çek Cumhuriyeti, İsveç, Almanya",formal
dünyada oksijeni karbondioksite çevirmekten başka işlere de yarıyorsun,informal
"- Hayır, sadece izleyebilirsin demek istedim.",neutral
Onlar çok yakın ve tek ortak yönleri de sensin. - Yani?,neutral
2004 Yaz Olimpiyatları'nda halter - Kadınlar +75 kg,formal
"' '' Kasseburg '' ' Almanya'nın kuzeyinde Schleswig-Holstein eyâletinde, Herzogtum Lauenburg iline bağlı bölge.",formal
Allah belanı versin senin gibi firmanın Gaziantep güvenevler mahallesi sakinlerini bu giden elektrik kesintileri yüzünden günlerdir rezil ettiniz rezil enerjisa,informal
Ne türküm ne kürdüm ne de başka bir milletin vatandaşı ben bir dünya vatandaşıyım İnsanları sadece iyi insan ve kötü insan diye ayırırım,informal
"Tüm çocukluk ve gençlik yazlarımın geçtiği güzel Çeşme ve Alaçatı zaten son yıllarda doğallığını yitirip bozulmuştu, bir de bu vatan hainlerinin elinden çıkma yangınlar eksikti",informal
Üzgünüm Sam ama bundan kaçış yok.,neutral
Techiz ve tekfin işleriyle komşusu Sa‘d b. Ebû Vakkās ilgilendi.,formal
çağla ebeni sikim gel artık,informal
O kupayı kürsüde kaldıran ise bir başka Juventuslu Didier Deschamps'dı.,formal
Şehri terk edip tekrar Salyan'a doğru yola çıktılar.,formal
Projeye Yıldız Şahini adını verdiklerini duydum.,neutral
"Sorun yok, bence bir hata yapmışlardır.",neutral
File : Ak yüzlü ıslıkçı ördek ''Dendrocygna viduata '',formal
- Bahsetmeyi düşünüyor muydun?,neutral
Avrasya'da ve Kuzey Amerika'da yaygındırlar.,formal
Bu namussuzluğun ne ilk ne de yeni Yanına bırakmayız istedim bilmeni Kancık köpeklerin akıttığı meni Alçaksın Hai,informal
Burnumdan getirmenden başka mı?,neutral
"' '' Cargill Inc. '' ', ABD merkezli çokuluslu şirket.",formal
Bir takipçimizden gelen değişim nasıl buldunuz?,informal
Dün gece Minikle tanışamadınız.,neutral
Solundan tutup sağından çakayım sana şekilsiz gavat,informal
Türkiye Cumhuriyeti Kültür ve Turizm Bakanlığı,formal
Emeği geçen herkesin anasini sikeyim,informal
Daha sonraları benzer bir reklam da Metin Serezli'nin seslendirmesiyle hazırlanmıştı.,formal
KHK OHAL Mağduru katılımcılar OHAL mağduriyetleri öncesine göre ortalama aylık TL gelirlerinin ini kaybetmiş,informal
bu kaltak tutuklansın,informal
yaav siktir git gerizeka takım bitik bu hocayla şampiyon olunmaz,informal
YÖNLENDİRME Sırbistan'daki futbol kulüpleri listesi,formal
Kiminle uğraştığın hakkında hiçbir fikrin yok.,neutral
"Ayakkabı bağcıkları, hanımefendi, Aklınıza gelebilecek her renkte ve üç farklı uzunlukta.",neutral
